_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
deg,deg, , , ,mag,deg,deg,mas,mas/yr,mas/yr,mas,mag, ,deg,deg
--------------,--------------,------,-----------,-----------,-----,------------,------------,-------,--------,--------,------,------,-,------------,------------
113.5662175,3.37172531,36812,07 34 15.89,+03 22 18.3,5.83,113.5662252,3.37173632,4.82,-3.19,-4.53,0.79,-0.018, ,113.5662175,3.37172531
113.5775726,-23.47366083,36817,07 34 18.67,-23 28 25.2,5.06,113.5778075,-23.47366319,34.41,-88.67,0.97,1.13,0.468, ,113.5775726,-23.47366083
113.6201733,-26.11685439,36837,07 34 28.85,-26 07 00.4,6.64,113.6202245,-26.1167823,9.65,-18.92,-29.66,0.7,-0.007, ,113.6201733,-26.11685439
113.6204026,-13.8701757,36836,07 34 28.92,-13 52 13.5,6.71,113.6204905,-13.87040541,21.8,-35.1,94.51,0.86,0.488, ,113.6204026,-13.8701757
113.6316277,28.68657727,36841,07 34 31.59,+28 41 11.7,6.66,113.631622,28.68657708,5.14,2.06,0.08,1,0.93, ,113.6316277,28.68657727
113.6449785,-27.01227499,36848,07 34 34.83,-27 00 44.8,5.78,113.6451063,-27.01244868,10.41,-46.86,71.46,0.67,1.045, ,113.6449785,-27.01227499
113.6494283,31.88827629,36850,07 34 36.00,+31 53 19.1,1.58,113.650019,31.88863645,63.27,-206.33,-148.18,1.23,0.034, ,113.6494283,31.88827629
113.6649171,-51.47451707,36856,07 34 39.58,-51 28 28.3,6.29,113.6649357,-51.4745378,2.45,-4.78,8.53,0.47,0.073, ,113.6649171,-51.47451707
113.6658555,80.89669727,36858,07 34 39.83,+80 53 48.1,6.54,113.6659415,80.89668988,4.23,-5.6,3.04,0.56,0.965, ,113.6658555,80.89669727
113.682205,-44.69195998,36863,07 34 43.74,-44 41 31.4,6.77,113.6822522,-44.6920536,2.8,-13.82,38.52,0.56,1.554, ,113.682205,-44.69195997
113.6925412,2.725496157,36869,07 34 46.22,+02 43 31.8,6.55,113.6925929,2.72551181,6.98,-21.26,-6.44,0.83,0.233, ,113.6925412,2.72549616
113.7127544,-44.29614191,36875,07 34 51.08,-44 17 46.1,6.81,113.7128146,-44.29614752,5.62,-17.74,2.31,0.51,-0.03, ,113.7127544,-44.29614191
113.7392152,3.276597859,36882,07 34 57.44,+03 16 35.5,6.56,113.7393289,3.2765168,6.39,-46.71,33.35,0.87,1.05, ,113.7392152,3.27659786
113.7479269,4.439515331,36884,07 34 59.50,+04 26 22.3,6.82,113.7479338,4.4395208,1.65,-2.84,-2.25,0.98,1.18, ,113.7479269,4.43951533
113.7808922,48.68086937,36893,07 35 07.41,+48 40 50.7,6.97,113.780877,48.68075606,20.29,4.14,46.62,0.94,0.354, ,113.7808922,48.68086937
113.7866666,30.96092427,36896,07 35 08.82,+30 57 39.3,5.34,113.7867379,30.9609101,10.78,-25.16,5.83,1.16,1.01, ,113.7866666,30.96092427
113.8402218,-74.27495738,36914,07 35 21.66,-74 16 30.0,6.33,113.8402543,-74.27500789,3.4,-3.63,20.78,1.09,0.016, ,113.8402218,-74.27495738
113.845387,-28.36932346,36917,07 35 22.94,-28 22 09.4,4.65,113.8455718,-28.36927798,14.5,-66.9,-18.71,0.62,-0.111, ,113.845387,-28.36932346
113.8481672,-15.38249578,36918,07 35 23.56,-15 22 57.0,6.96,113.8481693,-15.38251153,1.57,-0.84,6.48,0.86,1.536, ,113.8481672,-15.38249578
113.8551165,7.579948161,36922,07 35 25.24,+07 34 47.9,6.66,113.85518,7.57996972,10.1,-25.89,-8.87,0.88,0.046, ,113.8551165,7.57994816
113.8899,-26.62865071,36934,07 35 33.59,-26 37 43.3,6.62,113.8899454,-26.62869383,6.85,-16.68,17.74,0.73,0.098, ,113.8899,-26.62865071
113.9155111,-52.53383621,36942,07 35 39.70,-52 32 01.7,4.93,113.9154175,-52.53380809,8.28,23.44,-11.57,0.45,1.373, ,113.9155111,-52.53383621
113.9765464,-23.54870909,36961,07 35 54.37,-23 32 55.3,6.78,113.9765376,-23.54870168,2.71,3.29,-3.05,0.96,1.158, ,113.9765464,-23.54870909
113.98061,26.89574074,36962,07 35 55.37,+26 53 45.6,4.06,113.9807178,26.89600343,13.57,-39.58,-108.08,0.87,1.54, ,113.98061,26.89574074
113.9832406,43.03095926,36965,07 35 56.00,+43 01 51.9,6.37,113.9833275,43.03108733,8.29,-26.13,-52.69,1.4,0.364, ,113.9832406,43.03095926
114.0066829,-55.88770805,36977,07 36 01.62,-55 53 15.8,6.39,114.006746,-55.88773325,5.42,-14.56,10.37,0.55,1.182, ,114.0066829,-55.88770805
114.0145783,-57.29587544,36980,07 36 03.47,-57 17 45.7,6.64,114.0144445,-57.29603131,7.21,29.74,64.13,0.53,1.204, ,114.0145783,-57.29587544
114.016224,-14.49277108,36981,07 36 03.90,-14 29 34.0,5.66,114.0162398,-14.49277322,1.97,-6.29,0.88,0.83,-0.067,P,114.016224,-14.49277108
114.0174906,-77.63410863,36982,07 36 04.19,-77 38 02.9,6.72,114.0174539,-77.63414808,2.84,3.24,16.23,0.51,1.728, ,114.0174906,-77.63410863
114.0308795,-22.16050499,36986,07 36 07.42,-22 09 37.7,6.4,114.030921,-22.16047711,4.72,-15.8,-11.47,0.78,0.968, ,114.0308795,-22.16050499
114.0575194,-44.95762586,36992,07 36 13.78,-44 57 27.3,6.9,114.0574164,-44.95758267,8.98,30,-17.77,0.55,1.027,P,114.0575194,-44.95762586
114.069569,-8.311302365,37000,07 36 16.67,-08 18 40.7,6.27,114.069455,-8.31131007,5.26,46.4,3.17,0.82,1.541, ,114.069569,-8.31130237
114.0802384,-69.05654027,37007,07 36 19.27,-69 03 23.7,6.88,114.0802726,-69.05657595,2.76,-5.03,14.68,0.51,-0.011, ,114.0802384,-69.05654027
114.1087987,-54.18722269,37013,07 36 26.10,-54 11 13.9,6.82,114.1087577,-54.18719656,5.34,9.86,-10.75,0.67,0.043, ,114.1087987,-54.18722269
114.1318099,46.18028782,37023,07 36 31.66,+46 10 49.3,5.66,114.1319095,46.18036783,6.29,-28.39,-32.92,0.84,1.56, ,114.1318099,46.18028782
114.1325874,-25.33278261,37025,07 36 31.82,-25 19 58.1,6.85,114.1325998,-25.33279413,1.28,-4.6,4.74,0.76,-0.079, ,114.1325874,-25.33278261
114.1446097,5.862171499,37031,07 36 34.77,+05 51 43.6,5.89,114.1448755,5.86210427,22.92,-108.76,27.66,0.89,0.602, ,114.1446097,5.8621715
114.1709738,-19.70233818,37036,07 36 41.04,-19 42 08.5,5.69,114.1709948,-19.70235325,1.92,-8.12,6.2,0.63,-0.165,P,114.1709739,-19.70233818
114.1718852,-14.44361668,37037,07 36 41.26,-14 26 37.0,6.7,114.1719003,-14.44361943,1.76,-6.05,1.13,0.85,-0.05, ,114.1718852,-14.44361668
114.182996,-48.83016759,37043,07 36 43.93,-48 49 48.6,5.69,114.1830239,-48.8301697,6.56,-7.55,0.87,0.5,-0.037, ,114.182996,-48.83016759
114.1959813,55.75505996,37046,07 36 47.05,+55 45 18.6,5.93,114.1960282,55.75515475,11.63,-10.87,-39,0.75,1.123, ,114.1959813,55.75505996
114.250414,-21.39394275,37065,07 37 00.13,-21 23 38.5,6.69,114.2505506,-21.39403023,6.95,-52.32,35.99,0.79,0.976, ,114.250414,-21.39394275
114.2646234,-26.81646825,37069,07 37 03.51,-26 48 58.7,6.89,114.2646145,-26.81631515,9.45,3.28,-62.99,0.8,1.077, ,114.2646234,-26.81646825
114.2728155,20.15679544,37072,07 37 05.46,+20 09 25.5,6.73,114.2727515,20.15707707,5.58,24.74,-115.87,1.07,1.269, ,114.2728155,20.15679544
114.2738802,16.9042516,37074,07 37 05.73,+16 54 15.3,6.94,114.273889,16.90425503,2.01,-3.43,-1.41,0.94,-0.214, ,114.2738803,16.9042516
114.3195464,-4.110979382,37088,07 37 16.73,-04 06 39.7,5.14,114.3197106,-4.1110225,16.11,-67.41,17.74,0.87,0.442, ,114.3195464,-4.11097938
114.3205404,-23.77539901,37089,07 37 16.93,-23 46 31.5,6.34,114.3205548,-23.77541233,0.08,-5.45,5.48,0.87,0.54, ,114.3205404,-23.77539901
114.3241419,40.02538309,37091,07 37 17.81,+40 01 31.8,6.34,114.3241897,40.02550216,5.1,-15.06,-48.99,0.96,1.6, ,114.3241419,40.02538309
114.3421261,-34.96853026,37096,07 37 22.12,-34 58 06.9,4.53,114.3421666,-34.96857044,9.1,-13.65,16.53,0.57,-0.081,D,114.3421261,-34.96853026
114.3770455,18.91780664,37107,07 37 30.50,+18 55 04.9,6.85,114.3770849,18.91801725,16.9,-15.34,-86.65,0.9,0.339, ,114.3770455,18.91780664
114.4116706,-14.44076122,37119,07 37 38.80,-14 26 26.8,6.53,114.4116872,-14.44076528,2.87,-6.59,1.67,0.8,-0.018, ,114.4116706,-14.44076122
114.4173157,22.34005878,37121,07 37 40.16,+22 20 24.6,6.96,114.4173261,22.34016135,6.75,-3.97,-42.2,1.04,1.052, ,114.4173157,22.34005878
114.423335,1.928392044,37122,07 37 41.60,+01 55 42.2,6.89,114.4233352,1.92839535,2.73,-0.09,-1.36,0.93,-0.016, ,114.423335,1.92839204
114.4366527,-35.27715642,37127,07 37 44.82,-35 16 37.9,6.59,114.4367382,-35.2772036,4.52,-28.72,19.41,0.61,1.134, ,114.4366527,-35.27715642
114.4375873,-38.01042528,37128,07 37 45.03,-38 00 38.1,6.38,114.4376245,-38.01057175,5.76,-12.05,60.26,0.54,1.472, ,114.4375873,-38.01042528
114.4595179,14.34061623,37135,07 37 50.30,+14 20 26.3,6.76,114.4595869,14.34063643,4.9,-27.51,-8.31,0.83,-0.066, ,114.4595179,14.34061623
114.4620946,14.04197566,37136,07 37 50.88,+14 02 31.9,6.79,114.4620205,14.04220241,5.3,29.56,-93.29,0.83,-0.028, ,114.4620946,14.04197566
114.4648484,-6.958009332,37138,07 37 51.57,-06 57 28.8,6.97,114.464866,-6.95800046,1.31,-7.18,-3.65,0.84,-0.104, ,114.4648484,-6.95800933
114.4743742,48.77384228,37140,07 37 53.88,+48 46 26.1,5.93,114.4744945,48.7739115,12.44,-32.62,-28.48,0.83,0.221, ,114.4743742,48.77384228
114.489885,-32.13126402,37145,07 37 57.57,-32 07 52.2,6.7,114.4898671,-32.13117905,8.81,6.22,-34.96,0.62,0.392, ,114.489885,-32.13126402
114.5064561,-8.126250807,37149,07 38 01.55,-08 07 34.4,6.92,114.5064715,-8.12622779,5.36,-6.24,-9.47,1.02,0.712, ,114.5064562,-8.12625081
114.5598738,24.36044115,37165,07 38 14.36,+24 21 37.4,6.37,114.5598449,24.36039278,21.27,10.84,19.9,0.83,0.337, ,114.5598738,24.36044115
114.5751913,-25.36480433,37173,07 38 18.05,-25 21 53.2,4.69,114.5751975,-25.36478805,5.92,-2.28,-6.7,0.72,-0.1, ,114.5751913,-25.36480433
114.5758668,-48.60143564,37174,07 38 18.21,-48 36 05.2,5.68,114.5758822,-48.60144811,0.65,-4.18,5.13,0.52,0.683, ,114.5758669,-48.60143564
114.5863739,33.18676021,37179,07 38 20.73,+33 11 12.5,6.84,114.5863826,33.18681222,3.76,-3,-21.4,1.02,1.266, ,114.5863739,33.18676021
114.600061,-39.99195465,37184,07 38 24.02,-39 59 31.1,6.61,114.6000997,-39.99195849,5.47,-12.21,1.58,0.55,-0.047, ,114.600061,-39.99195465
114.620114,66.23516796,37196,07 38 28.82,+66 14 06.8,6.95,114.6200752,66.23523077,2.68,6.44,-25.84,0.85,1.315, ,114.620114,66.23516796
114.6355784,-38.78148688,37202,07 38 32.53,-38 46 53.0,6.2,114.6355254,-38.78140103,8.29,17.02,-35.32,0.55,1.015, ,114.6355784,-38.78148688
114.6369271,35.04855034,37204,07 38 32.84,+35 02 54.5,5.58,114.6368165,35.04848403,10.65,37.26,27.28,0.97,0.921, ,114.6369271,35.04855034
114.6556849,-56.22933662,37209,07 38 37.37,-56 13 45.7,6.79,114.6557011,-56.22936472,2.46,-3.72,11.56,0.56,1.586, ,114.6556849,-56.22933662
114.6829138,-36.49682989,37223,07 38 43.90,-36 29 48.6,5.78,114.6829345,-36.49684165,3.38,-6.84,4.84,0.53,-0.148, ,114.6829138,-36.49682989
114.7077924,-26.8038363,37229,07 38 49.88,-26 48 14.0,3.8,114.7078387,-26.8038924,7.18,-17,23.08,1.06,-0.159, ,114.7077924,-26.8038363
114.7365789,-0.260441088,37243,07 38 56.78,-00 15 37.5,6.76,114.7365887,-0.26042123,1.39,-4.02,-8.17,0.96,1.71, ,114.7365789,-0.26044109
114.7513264,-53.2733568,37248,07 39 00.34,-53 16 24.2,6.06,114.7513978,-53.2733797,5.99,-17.58,9.42,0.49,-0.118, ,114.7513264,-53.2733568
114.7795694,-18.67839194,37261,07 39 07.11,-18 40 42.3,6.72,114.779607,-18.67840404,3.65,-14.65,4.98,0.74,-0.073, ,114.7795694,-18.67839194
114.7913788,34.58434599,37265,07 39 09.96,+34 35 04.7,4.89,114.791485,34.58463287,20.62,-35.97,-118.03,0.96,0.413, ,114.7913788,34.58434599
114.8000254,24.22252815,37269,07 39 12.01,+24 13 21.1,6.18,114.8000314,24.22252771,7.5,-2.26,0.18,0.88,0.028, ,114.8000254,24.22252815
114.801916,53.90059608,37271,07 39 12.47,+53 54 02.8,6.66,114.8019548,53.90079086,8.9,-9.39,-80.14,0.78,0.087, ,114.801916,53.90059608
114.8199919,-49.05139653,37276,07 39 16.80,-49 03 05.1,6.97,114.8200119,-49.05140511,0.55,-5.38,3.53,1.01,-0.092, ,114.8199919,-49.05139653
114.825493,5.224993063,37279,07 39 18.54,+05 13 39.0,0.4,114.8272419,5.22750767,285.93,-716.57,-1034.58,0.88,0.432,D,114.825493,5.22499306
114.8400327,50.52853712,37283,07 39 21.68,+50 31 43.3,6.89,114.840337,50.52868572,21.54,-79.58,-61.14,0.89,0.473, ,114.8400327,50.52853712
114.8508196,-16.8472919,37289,07 39 24.20,-16 50 50.1,6.4,114.8508193,-16.84725474,4.89,0.13,-15.29,0.79,1.47, ,114.8508196,-16.8472919
114.8624252,-26.86310249,37293,07 39 26.98,-26 51 47.1,6.5,114.862436,-26.86309474,3.98,-3.96,-3.19,0.69,-0.094, ,114.8624252,-26.86310249
114.8639088,-38.30802124,37297,07 39 27.35,-38 18 29.0,4.84,114.8639749,-38.3080602,5.68,-21.35,16.03,0.46,-0.189, ,114.8639088,-38.30802124
114.8691355,17.67451877,37300,07 39 28.59,+17 40 28.3,5.04,114.8691297,17.67451551,6.13,2.26,1.34,0.76,1.616, ,114.8691355,17.67451877
114.8743742,-26.91898925,37304,07 39 29.85,-26 55 08.4,6.78,114.8743878,-26.9189865,5.09,-4.98,-1.13,0.73,-0.121, ,114.8743742,-26.91898925
114.9325532,-38.13928702,37322,07 39 43.83,-38 08 21.6,5.73,114.9326229,-38.1393281,5.33,-22.54,16.9,0.53,-0.125, ,114.9325532,-38.13928702
114.9494784,-38.26065203,37329,07 39 47.88,-38 15 38.4,5.76,114.9495105,-38.26067563,2.92,-10.37,9.71,0.49,-0.071, ,114.9494784,-38.26065203
114.9753639,32.00972752,37339,07 39 54.10,+32 00 35.4,6.16,114.975407,32.00982411,11.86,-15.06,-39.74,0.88,0.374, ,114.9753639,32.00972752
114.991628,-37.57942219,37345,07 39 57.99,-37 34 45.9,5.99,114.9916323,-37.57941274,2.41,-1.41,-3.89,0.49,-0.04, ,114.991628,-37.57942219
115.0563708,-19.66086148,37364,07 40 13.53,-19 39 39.2,5.92,115.0563803,-19.66089028,4.53,-3.67,11.85,0.71,1.158, ,115.0563708,-19.66086148
115.0566344,41.1634955,37365,07 40 13.60,+41 09 48.5,6.83,115.0566498,41.16348337,8.19,-4.78,4.99,0.9,-0.045, ,115.0566344,41.1634955
115.0612185,38.34453869,37369,07 40 14.72,+38 20 40.4,5.77,115.061343,38.34456671,4,-40.19,-11.53,1.01,1.654, ,115.0612185,38.34453869
115.0806799,-78.3873848,37372,07 40 19.51,-78 23 15.3,6.64,115.0812896,-78.38757067,11.15,-50.49,76.47,0.51,0.186, ,115.0806799,-78.3873848
115.0831476,-39.42105292,37373,07 40 19.96,-39 25 15.2,6.66,115.0831793,-39.42088694,6.53,-10.06,-68.29,0.56,1.03, ,115.0831476,-39.42105292
115.08756,-11.75255197,37375,07 40 21.02,-11 45 09.1,6.43,115.0875806,-11.75251794,6.06,-8.32,-14,0.89,1.245, ,115.08756,-11.75255197
115.0967111,-15.26392023,37379,07 40 23.21,-15 15 49.9,4.98,115.0967169,-15.26385208,4.82,-2.27,-28.04,0.74,1.543, ,115.0967111,-15.26392023
115.1093945,-30.07971722,37385,07 40 26.27,-30 04 47.1,6.95,115.1094463,-30.07976226,4.65,-18.43,18.53,0.71,0.007, ,115.1093945,-30.07971722
115.1270475,87.02009108,37391,07 40 31.09,+87 01 12.6,5.05,115.1295479,87.02015634,6.53,-53.48,-26.85,0.5,1.604, ,115.1270475,87.02009108
115.1480173,-8.185429625,37394,07 40 35.51,-08 11 07.3,6.01,115.147965,-8.18535824,10.51,21.28,-29.37,0.8,0.153, ,115.1480173,-8.18542963
115.1808044,-27.94535531,37399,07 40 43.40,-27 56 43.3,6.76,115.1808245,-27.9453671,1,-7.33,4.85,0.78,-0.14, ,115.1808044,-27.94535531
115.1966019,13.77125068,37404,07 40 47.19,+13 46 16.6,6.23,115.1966087,13.77126983,3.15,-2.73,-7.88,0.79,1.393, ,115.1966019,13.77125068
115.2042355,4.071815611,37405,07 40 49.03,+04 04 19.4,6.51,115.2042888,4.07204226,6.33,-21.89,-93.25,0.83,1.457, ,115.2042355,4.07181561
115.2063832,57.0828647,37406,07 40 49.56,+57 04 58.4,6.09,115.2064911,57.08287527,4.67,-24.11,-4.35,0.71,1.44, ,115.2063832,57.0828647
115.2178602,-54.70698469,37414,07 40 52.31,-54 42 25.4,6.69,115.217979,-54.70704448,10.59,-28.24,24.6,0.55,0.365, ,115.2178602,-54.70698469
115.2191542,-31.66116564,37415,07 40 52.60,-31 39 40.2,6.6,115.2191597,-31.66117313,0.51,-1.92,3.08,0.65,1.07, ,115.2191542,-31.66116564
115.2438262,23.0185266,37428,07 40 58.52,+23 01 06.8,5.93,115.2438452,23.01855829,2.14,-7.21,-13.04,0.9,1.561, ,115.2438262,23.0185266
115.3016643,48.13153315,37441,07 41 12.45,+48 07 54.7,5.58,115.3018562,48.13185153,10.01,-52.69,-130.99,0.85,1.011, ,115.3016643,48.13153315
115.3118018,-9.551130886,37447,07 41 14.88,-09 33 03.9,3.94,115.3119861,-9.55108315,22.61,-74.8,-19.64,0.8,1.022, ,115.3118018,-9.55113089
115.315886,-38.53353213,37450,07 41 15.83,-38 32 00.9,5.41,115.3159505,-38.53357185,5.28,-20.74,16.34,0.5,-0.13, ,115.315886,-38.53353213
115.3405156,-44.63216765,37461,07 41 21.72,-44 37 55.8,6.41,115.3405159,-44.63217873,2.86,-0.1,4.56,0.51,-0.003, ,115.3405156,-44.63216765
115.3480324,-22.3367212,37465,07 41 23.53,-22 20 12.3,6.16,115.348022,-22.33675243,3.79,3.95,12.85,0.81,1.644, ,115.3480324,-22.3367212
115.3964808,3.624778622,37478,07 41 35.16,+03 37 29.4,5.95,115.3964861,3.6248275,6.47,-2.2,-20.11,0.79,-0.032, ,115.3964808,3.62477862
115.4403023,-22.40407598,37495,07 41 45.70,-22 24 15.1,6.9,115.440403,-22.40420798,12.36,-38.29,54.31,0.88,0.277, ,115.4403023,-22.40407598
115.4495339,54.76578338,37501,07 41 47.90,+54 45 56.8,6.82,115.4495709,54.76578948,1.33,-8.78,-2.51,0.79,0.989, ,115.4495339,54.76578338
115.4552549,-72.60609812,37504,07 41 49.20,-72 36 22.1,3.93,115.4549835,-72.60613528,24.36,33.38,15.29,0.48,1.033, ,115.4552549,-72.60609812
115.4660291,13.48045319,37508,07 41 51.87,+13 28 49.8,5.79,115.4661181,13.48051383,4.15,-35.61,-24.95,0.8,1.669, ,115.4660291,13.48045319
115.4917919,-38.52835522,37514,07 41 58.04,-38 31 42.2,6.54,115.4918473,-38.52839447,5.01,-17.8,16.15,0.56,-0.087, ,115.491792,-38.52835522
115.5134107,14.20850345,37521,07 42 03.22,+14 12 30.7,5.55,115.5134131,14.20852972,3.19,-0.98,-10.81,0.79,1.642,P,115.5134107,14.20850345
115.5277645,-30.18631193,37524,07 42 06.67,-30 11 10.8,6.95,115.5277832,-30.18632425,1.27,-6.66,5.07,0.72,-0.15, ,115.5277645,-30.18631193
115.5425736,-58.63091824,37530,07 42 10.22,-58 37 51.4,6.4,115.5425988,-58.63093533,3.05,-5.4,7.03,0.49,-0.094, ,115.5425736,-58.63091824
115.5484505,-55.17896175,37533,07 42 11.63,-55 10 44.3,6.93,115.5484732,-55.17898205,2.94,-5.32,8.35,0.57,-0.076, ,115.5484505,-55.17896175
115.580576,30.1678455,37545,07 42 19.34,+30 10 04.3,6.69,115.5806033,30.16786631,0.01,-9.71,-8.56,0.95,1.356, ,115.580576,30.1678455
115.6814509,34.00021796,37580,07 42 43.61,+34 00 00.8,6.05,115.6816957,34.00022479,18.31,-83.5,-2.81,0.95,0.469, ,115.6814509,34.00021796
115.7006364,-26.3513258,37590,07 42 48.15,-26 21 04.5,5.64,115.7006433,-26.35125398,9.79,-2.51,-29.55,0.63,0.99, ,115.7006364,-26.3513258
115.7222051,-58.23005788,37599,07 42 53.36,-58 13 48.5,6.2,115.7223526,-58.23015202,5.18,-31.96,38.73,0.48,1.049, ,115.7222051,-58.23005788
115.7347413,-21.99472313,37603,07 42 56.29,-21 59 40.0,6.82,115.7345394,-21.99443385,7.29,77.01,-119.02,0.91,1.098, ,115.7347413,-21.99472313
115.7379029,-45.17311793,37606,07 42 57.16,-45 10 18.4,5.04,115.738171,-45.17177284,41.43,-77.76,-553.41,0.81,0.765, ,115.7379029,-45.17311793
115.7455906,-17.0616033,37608,07 42 58.95,-17 03 42.0,6.53,115.7456077,-17.06167656,7.4,-6.7,30.14,1.12,0.813, ,115.7455906,-17.0616033
115.7517339,58.71036041,37609,07 43 00.46,+58 42 37.8,4.93,115.751907,58.71048707,13.75,-36.99,-52.11,0.65,0.104, ,115.7517339,58.71036041
115.7627021,-27.66837716,37611,07 43 03.06,-27 40 06.3,6.93,115.7627658,-27.66841012,9.14,-23.2,13.56,0.77,0.183, ,115.7627021,-27.66837716
115.7725759,0.18933316,37614,07 43 05.42,+00 11 21.7,6.17,115.7725736,0.18936449,7.2,0.94,-12.89,1.02,1.047,D,115.7725759,0.18933316
115.7783587,-38.86367895,37616,07 43 06.81,-38 51 49.3,6.89,115.7783946,-38.86369015,2.81,-11.5,4.61,0.6,1.026, ,115.7783587,-38.86367895
115.7790624,-49.99299475,37617,07 43 06.98,-49 59 34.7,6.56,115.7790636,-49.99296045,4.12,-0.33,-14.11,0.49,0.077, ,115.7790624,-49.99299475
115.7999287,-36.05008956,37623,07 43 12.00,-36 03 00.4,5.6,115.7999923,-36.050124,5.45,-21.14,14.17,0.52,-0.13, ,115.7999288,-36.05008956
115.8280271,28.88350961,37629,07 43 18.69,+28 53 02.7,4.23,115.8278555,28.8840717,26.68,61.84,-231.26,0.79,1.118, ,115.8280271,28.88350961
115.8342232,-22.29858206,37632,07 43 20.17,-22 17 54.9,6.94,115.8340622,-22.29857518,4.97,61.29,-2.83,0.94,0.912, ,115.8342233,-22.29858206
115.8383016,4.945761684,37634,07 43 21.21,+04 56 44.9,6.5,115.8383585,4.94580067,5.07,-23.34,-16.04,0.91,1.356, ,115.8383016,4.94576168
115.8395154,-52.16410347,37635,07 43 21.54,-52 09 52.2,6.69,115.8397598,-52.16450303,33.13,-61.68,164.39,0.5,0.55, ,115.8395154,-52.16410347
115.8424204,22.39947198,37636,07 43 22.20,+22 23 58.0,6.25,115.8424797,22.39943231,10.63,-22.55,16.32,0.97,0.93, ,115.8424204,22.39947198
115.8734593,-54.24129618,37643,07 43 29.63,-54 14 28.8,6.88,115.8734594,-54.24132855,6.84,-0.04,13.32,0.55,0.919, ,115.8734593,-54.24129618
115.8796018,3.485868144,37645,07 43 31.09,+03 29 09.8,6.97,115.8795608,3.48606514,18.96,16.84,-81.05,1.11,0.581, ,115.8796018,3.48586814
115.8849442,-28.41088473,37648,07 43 32.40,-28 24 39.4,4.63,115.8849819,-28.41095714,3.34,-13.62,29.79,0.59,1.632, ,115.8849442,-28.41088473
115.9055237,-4.707906888,37655,07 43 37.34,-04 42 28.5,6.91,115.9056,-4.70790368,6.48,-31.26,-1.32,0.92,0.92, ,115.9055237,-4.70790689
115.9129581,-25.503835,37660,07 43 39.11,-25 30 13.8,6.56,115.9129694,-25.50383857,0.2,-4.22,1.47,0.69,0.065, ,115.9129581,-25.503835
115.9247042,-40.93374579,37664,07 43 41.83,-40 56 00.0,5.12,115.9242822,-40.93332961,15.13,131.14,-171.23,0.49,1.104, ,115.9247042,-40.93374579
115.9288142,-38.20187959,37666,07 43 42.93,-38 12 06.9,6.42,115.9288804,-38.20191748,5.62,-21.41,15.59,0.57,-0.119, ,115.9288142,-38.20187959
115.9496367,-40.30932532,37675,07 43 47.92,-40 18 33.6,6.58,115.9496568,-40.30932809,3.36,-6.3,1.14,0.52,-0.131, ,115.9496367,-40.30932532
115.9519545,-28.95482577,37677,07 43 48.47,-28 57 17.4,3.94,115.9519672,-28.9548352,-0.37,-4.57,3.88,0.62,0.16, ,115.9519545,-28.95482577
116.0174135,50.43379363,37701,07 44 04.19,+50 26 01.9,5.31,116.0174489,50.43386115,4.73,-9.29,-27.78,0.78,-0.001, ,116.0174135,50.43379363
116.0288114,25.78415901,37704,07 44 06.92,+25 47 03.2,5.3,116.0288476,25.78421056,5.48,-13.4,-21.21,0.73,1.535, ,116.0288115,25.78415901
116.0318065,2.405422257,37705,07 44 07.64,+02 24 19.6,6.46,116.0318507,2.40544316,7.53,-18.14,-8.6,0.94,0.211,P,116.0318065,2.40542226
116.0403586,-36.06250465,37710,07 44 09.74,-36 03 45.8,5.8,116.0405973,-36.06271326,22.99,-79.39,85.83,0.51,0.32, ,116.0403586,-36.06250465
116.0521346,-50.45672699,37718,07 44 12.62,-50 27 25.5,6.64,116.0525692,-50.45707517,32.45,-113.83,143.25,0.55,0.527, ,116.0521346,-50.45672699
116.0542399,-69.821593,37720,07 44 13.10,-69 49 17.8,6.16,116.054569,-69.82161624,8.09,-46.7,9.56,0.48,-0.032, ,116.0542399,-69.821593
116.0585724,12.8600712,37723,07 44 14.07,+12 51 36.4,6.4,116.0586087,12.86011602,3.72,-14.56,-18.44,0.87,1.392, ,116.0585724,12.8600712
116.1118925,24.3979926,37740,07 44 26.87,+24 23 53.3,3.57,116.1119524,24.39812929,22.73,-22.45,-56.24,0.83,0.932, ,116.1118925,24.3979926
116.1423747,-24.67407915,37751,07 44 34.17,-24 40 26.7,5.62,116.1423861,-24.67409186,1.75,-4.27,5.23,0.67,-0.191, ,116.1423747,-24.67407915
116.1424286,-37.94291724,37752,07 44 34.20,-37 56 34.6,5.89,116.1424971,-37.94295545,5.36,-22.23,15.72,0.57,-0.115, ,116.1424286,-37.94291724
116.1675877,-47.0084712,37765,07 44 40.23,-47 00 30.6,6.76,116.1676331,-47.00849198,4.03,-12.74,8.55,0.54,-0.073, ,116.1675877,-47.0084712
116.1827276,-66.07193318,37773,07 44 43.88,-66 04 19.4,6.37,116.1828233,-66.07204846,5.03,-15.97,47.43,0.51,0.949, ,116.1827276,-66.07193318
116.2341309,39.5563671,37789,07 44 56.17,+39 33 28.9,6.74,116.2340433,39.55802931,29.22,27.78,-683.88,0.96,0.545, ,116.2341309,39.5563671
